"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"231",231,231,231,"ERR5062062","2021/01/18 11:07:38","2021/01/20 13:15:14",696909,194009992,0,278,51,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5062/ERR5062062","ERX4868172","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5526471","SAMEA7779236","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779236",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3212028",NA,"public","EC459C03217A581C78B22C3F22C68313","26FBAFC69F7AAB6414625CC648FF0869","Complete"
"232",232,232,232,"ERR5062388","2021/01/18 11:07:42","2021/01/20 14:19:52",574727,151939163,0,264,42,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5062/ERR5062388","ERX4868501","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5526797","SAMEA7779563","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779563",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3213006",NA,"public","374D1D93F0D930108D3E7394598B0C78","A322960CFB9295EA2366E2B7397C74BC","Complete"
"233",233,233,233,"ERR5062514","2021/01/18 11:23:35","2021/01/20 15:10:34",115823,48674540,0,420,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5062/ERR5062514","ERX4868625","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5526922","SAMEA7779688","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779688",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3213386",NA,"public","23BE6B6CDEC9236C92D9EEC8A713079C","B54167B3DFC7E796A8F867ACD0C4AAAC","Complete"
"234",234,234,234,"ERR5062571","2021/01/18 11:23:37","2021/01/20 15:10:54",540853,146062303,0,270,41,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5062/ERR5062571","ERX4868682","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5526979","SAMEA7779745","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779745",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3213557",NA,"public","4105DB1F529F4C1471E67019F6D7A7E5","043588C939A04AB7D88DF36A7F87E50C","Complete"
"235",235,235,235,"ERR5062648","2021/01/18 11:26:33","2021/01/20 15:11:10",333003,92731652,0,278,22,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era21/ERR/ERR5062/ERR5062648","ERX4868760","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527056","SAMEA7779822","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779822",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3213786",NA,"public","BAA25CF28B61F414EA157C264159AEB0","654B270DBB31249543A28247946701CC","Complete"
"236",236,236,236,"ERR5062729","2021/01/18 11:32:03","2021/01/20 15:11:41",306491,72465719,0,236,20,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era22/ERR/ERR5062/ERR5062729","ERX4868841","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527138","SAMEA7779904","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7779904",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3214027",NA,"public","ED1524C7D9260E38365C0C1F4D7C0FEA","455B3F925C6B4758CCB59F4ACA19671B","Complete"
"237",237,237,237,"ERR5062935","2021/01/18 11:43:32","2021/01/20 16:12:13",702485,196922326,0,280,52,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era22/ERR/ERR5062/ERR5062935","ERX4869047","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527341","SAMEA7780107","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780107",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3214652",NA,"public","A379BF90A77273740E04506657EF2A22","F3E6E0DF2C45E27CF08EE77D975007D8","Complete"
"238",238,238,238,"ERR5063143","2021/01/18 11:46:34","2021/01/20 17:16:48",499738,140031623,0,280,38,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5063/ERR5063143","ERX4869251","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527543","SAMEA7780310","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780310",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3215263",NA,"public","A9BD45720885568BF9A523702D4B0FA4","FCA75C77A3B5BAACD4E91D1F95C4CDFC","Complete"
"239",239,239,239,"ERR5063165","2021/01/18 11:46:34","2021/01/20 17:17:01",484097,128823214,0,266,30,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5063/ERR5063165","ERX4869275","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527569","SAMEA7780336","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780336",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3215341",NA,"public","A8D8085063C3BBA8F739D7E99C017551","58CFE5A92199749D906DFD2171F10718","Complete"
"240",240,240,240,"ERR5063539","2021/01/30 05:03:33","2021/01/30 06:30:16",667784,166262162,0,248,46,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5063/ERR5063539","ERX4869650","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5527936","SAMEA7780703","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780703",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3216446",NA,"public","694C3FDCE4BD4B5165C88065970420A9","B3A149FD17F65CD265E3C040CB9D820E","Complete"
"241",241,241,241,"ERR5063807","2021/01/30 05:33:48","2021/01/30 06:32:25",151029,55646375,0,368,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5063/ERR5063807","ERX4869924","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528204","SAMEA7780972","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780972",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3217261",NA,"public","432FFB34A2CEB7D9D6DCCDBFCCA80597","5AF3B6182B249B3BE8741A040DE4B247","Complete"
"242",242,242,242,"ERR5063813","2021/01/30 05:33:48","2021/01/30 07:33:09",714782,190477892,0,266,53,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5063/ERR5063813","ERX4869921","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528205","SAMEA7780973","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7780973",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3217267",NA,"public","2F002686A68742EF89118E7DC72461F1","396B4CDE9411605A6982562677D4EC13","Complete"
"243",243,243,243,"ERR5063922","2021/01/30 05:33:50","2021/01/30 07:33:13",378263,103599967,0,273,28,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5063/ERR5063922","ERX4870033","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528318","SAMEA7781086","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781086",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3217600",NA,"public","FE89394ABDC2123C62E138492A874265","A1D49032310529D64C6949C0EA07B45C","Complete"
"244",244,244,244,"ERR5064166","2021/01/30 05:40:30","2021/01/30 07:33:47",90537,34036716,0,375,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5064/ERR5064166","ERX4870278","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528564","SAMEA7781332","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781332",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3218331",NA,"public","88BCBF04F6E13D358B00F8671049C511","4B257D96DE412286A7F530C137F1DB9C","Complete"
"245",245,245,245,"ERR5064294","2021/01/30 05:40:32","2021/01/30 08:32:06",254065,60487419,0,238,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5064/ERR5064294","ERX4870406","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528694","SAMEA7781462","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781462",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3218716",NA,"public","E6793669D6559B6A6BC02EA8471412D0","B614294F30AD194F64EB3EBC4F3F1BA7","Complete"
"246",246,246,246,"ERR5064346","2021/01/30 06:03:39","2021/01/30 08:32:11",554044,217715329,0,392,50,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5064/ERR5064346","ERX4870458","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5528745","SAMEA7781513","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781513",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3218878",NA,"public","22FC14E95A6A97D3E098BADBA6807FEC","04192FE9CE9B4868498748375FD03287","Complete"
"247",247,247,247,"ERR5064787","2021/01/30 06:10:42","2021/01/30 09:36:56",375150,101500416,0,270,28,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5064/ERR5064787","ERX4870900","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529182","SAMEA7781951","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781951",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3220188",NA,"public","F3013CC4BE9C96848782EBFFE3E845CE","A6E16BBD47C1786FCD758AD7502C9273","Complete"
"248",248,248,248,"ERR5064811","2021/01/30 06:10:42","2021/01/30 09:36:53",464853,125712192,0,270,29,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5064/ERR5064811","ERX4870919","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529205","SAMEA7781974","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7781974",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3220265",NA,"public","DB5D75F5B60A4137DDF1EBF4C7BCEE0A","BED723F52BB278D3627D3F36EDC2C810","Complete"
"249",249,249,249,"ERR5064972","2021/01/30 06:16:52","2021/01/30 09:37:50",539678,146785753,0,271,42,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5064/ERR5064972","ERX4871084","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529366","SAMEA7782135","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7782135",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3220746",NA,"public","9C966F5A14F7555D776FEB1BBE2F92BF","F720E7B57EDE7C5893E4DD2D4C14B377","Complete"
"250",250,250,250,"ERR5065028","2021/01/30 06:16:53","2021/01/30 09:37:49",138325,54630173,0,394,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5065/ERR5065028","ERX4871141","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529424","SAMEA7782193","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7782193",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3220921",NA,"public","C9FC71F2354FEE4CAA52665D7D830CD5","6EDC6BA53C728731DC7FB2FB7B5CE6C2","Complete"
"251",251,251,251,"ERR5065258","2021/01/30 06:30:07","2021/01/30 10:38:40",174283,62081039,0,356,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5065/ERR5065258","ERX4871371","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529651","SAMEA7782421","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7782421",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3221604",NA,"public","1AE7EB200C48F820943A2DD11EC25E10","67559099B4B609FF53BBC4F8996387AC","Complete"
"252",252,252,252,"ERR5065553","2021/01/30 06:47:45","2021/01/30 10:40:49",1242955,326579066,0,262,91,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR5065/ERR5065553","ERX4871665","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5529944","SAMEA7782714","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7782714",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3222485",NA,"public","34AACBC921E1CA1183B3D646F6F85B39","45A7FFA0B60F08DC37294CA2A3053FCC","Complete"
"253",253,253,253,"ERR5065733","2021/01/30 06:54:01","2021/01/30 11:37:25",1012170,266046187,0,262,81,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5065/ERR5065733","ERX4871847","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5530124","SAMEA7782894","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7782894",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3223025",NA,"public","DBDF4845D5B5014B1D5F043E71586341","8E5FA41BF632BDCFFF53EAC8CFEC4DB9","Complete"
"254",254,254,254,"ERR5067431","2021/01/30 08:01:52","2021/01/30 15:44:11",144154,51102807,0,354,12,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR5067/ERR5067431","ERX4873549","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5531893","SAMEA7784613","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7784613",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3224234",NA,"public","1E21DEE80B3A80DB29340E21BE1CE9ED","F139EF5411CC572CC68FA3A05DB146CE","Complete"
"255",255,255,255,"ERR5067444","2021/01/30 08:01:52","2021/01/30 15:44:15",88418,35582619,0,402,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR5067/ERR5067444","ERX4873563","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5531908","SAMEA7784628","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7784628",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3224275",NA,"public","AF7B76DFDD237A5F8CF8CFAA270A44AA","1C7382D840F6D97FC94300C17803D59B","Complete"
"256",256,256,256,"ERR5067616","2021/01/30 08:01:55","2021/01/30 15:45:41",350014,136591159,0,390,29,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5067/ERR5067616","ERX4873735","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5532077","SAMEA7784798","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7784798",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3224787",NA,"public","C0F2B367F8AB9BB5D33CA4116DB84904","0E4DB3B8FFDEBA4301C823044318CEFA","Complete"
"257",257,257,257,"ERR5068011","2021/01/30 08:02:01","2021/01/30 16:47:42",175724,68208873,0,388,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR5068/ERR5068011","ERX4874131","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5532472","SAMEA7785193","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7785193",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3225976",NA,"public","4C044768A2344115666546352BB3B8A3","9C3411BAF2E81AEEDFB4A5820AFBF1FE","Complete"
"258",258,258,258,"ERR5068070","2021/01/30 08:02:02","2021/01/30 16:48:04",637083,171524915,0,269,48,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5068/ERR5068070","ERX4874190","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5532533","SAMEA7785254","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7785254",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3226161",NA,"public","2021EE203774B8D8FF7452C90DA4C8F6","0B6397050BBBF63A75DEA914401EAE92","Complete"
"259",259,259,259,"ERR5068506","2021/01/30 08:14:39","2021/01/30 16:52:50",328921,82409616,0,250,19,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5068/ERR5068506","ERX4874629","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5532965","SAMEA7785687","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7785687",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3227457",NA,"public","E5E9342E021C31FE8E79D2578D6063C7","1403D4F200E9E77404A11593083E0549","Complete"
"260",260,260,260,"ERR5068734","2021/01/30 08:40:41","2021/01/30 18:15:27",208860,83909754,0,401,19,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR5068/ERR5068734","ERX4874854","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5533195","SAMEA7785917","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7785917",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3228148",NA,"public","9189A6FAEE037D3E0B3137CB40A2DC4E","5DBB76E6496C4F39491588D800D52DF8","Complete"
"261",261,261,261,"ERR5068748","2021/01/30 08:40:41","2021/01/30 18:15:48",445956,125434334,0,281,35,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5068/ERR5068748","ERX4874869","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5533208","SAMEA7785930","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7785930",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3228190",NA,"public","3F131E556BE367984A32B4209A277EC1","F1EAEBD1B48AB18A17D21E56D9B6892A","Complete"
"262",262,262,262,"ERR5069088","2021/01/30 09:10:36","2021/01/30 18:19:34",354062,93430478,0,263,22,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5069/ERR5069088","ERX4875212","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5533550","SAMEA7786273","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7786273",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3229212",NA,"public","D387E4CD18A4EA037E4C51739C00169E","E878B43791C0BEA393C7267FF5FBEAD1","Complete"
"263",263,263,263,"ERR5069279","2021/01/30 09:29:39","2021/01/30 18:57:23",577932,151989472,0,262,43,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5069/ERR5069279","ERX4875403","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5533741","SAMEA7786464","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7786464",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3229792",NA,"public","111D0DE76C21C9D4894BC4627B3FF47A","12E980F56EF177AB7D862A9DDD73176D","Complete"
"264",264,264,264,"ERR5069584","2021/01/30 09:39:22","2021/01/30 19:01:37",479454,136142592,0,283,37,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5069/ERR5069584","ERX4875710","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534050","SAMEA7786773","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7786773",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3230707",NA,"public","7CA8317DF0CF2913344897C57C744822","871614EC3E1FA5A3F48CF5A9C762AE53","Complete"
"265",265,265,265,"ERR5069616","2021/01/30 09:39:22","2021/01/30 19:02:32",386367,108101716,0,279,25,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5069/ERR5069616","ERX4875744","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534081","SAMEA7786804","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7786804",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3230804",NA,"public","E446E8F55AE451F2996ECF301B56BB99","CFEDE384EE348715109B5D6AAC4D0D33","Complete"
"266",266,266,266,"ERR5069624","2021/01/30 09:39:22","2021/01/30 19:02:39",364856,147479002,0,404,34,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5069/ERR5069624","ERX4875749","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534089","SAMEA7786812","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7786812",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3230822",NA,"public","54DEF68C75AAC9447577333E0A03AC9E","98230EA30B645FFFF546E51414B3C128","Complete"
"267",267,267,267,"ERR5069871","2021/01/30 09:51:42","2021/01/30 19:43:35",100715,38962781,0,386,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5069/ERR5069871","ERX4876004","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534348","SAMEA7787072","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787072",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3231587",NA,"public","3B1DCD1B3795A130689B1034D617B34C","60E45326721AF03DED2467AE805E1FC5","Complete"
"268",268,268,268,"ERR5070060","2021/01/30 09:56:13","2021/01/30 19:49:54",123724,51605792,0,417,11,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5070/ERR5070060","ERX4876196","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5534539","SAMEA7787263","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7787263",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3232157",NA,"public","6A34FA35ADFFCCF2A922511021ADD978","F1E7549DF7D409A8E5675EE8120DF051","Complete"
